time_s,reference_heading_deg,reference_heading_continuous_deg,PID_tuned_heading_deg,PID_tuned_heading_continuous_deg,PID_tuned_heading_error_deg,Fossen_PID/SMC_heading_deg,Fossen_PID/SMC_heading_continuous_deg,Fossen_PID/SMC_heading_error_deg,PID_5_Hz_heading_deg,PID_5_Hz_heading_continuous_deg,PID_5_Hz_heading_error_deg,NMPC_offset-free_N12_heading_deg,NMPC_offset-free_N12_heading_continuous_deg,NMPC_offset-free_N12_heading_error_deg,reference_depth_m,PID_tuned_depth_m,PID_tuned_depth_error_m,Fossen_PID/SMC_depth_m,Fossen_PID/SMC_depth_error_m,PID_5_Hz_depth_m,PID_5_Hz_depth_error_m,NMPC_offset-free_N12_depth_m,NMPC_offset-free_N12_depth_error_m
2.160,0.000000,0.000000,359.994013,-0.005987,-0.005987,359.988174,-0.011826,-0.011826,359.997174,-0.002826,-0.002826,359.997845,-0.002155,-0.002155,0.000000,0.032549,0.032549,0.032551,0.032551,0.033069,0.033069,0.034863,0.034863
2.180,0.000000,0.000000,359.994528,-0.005472,-0.005472,359.988518,-0.011482,-0.011482,359.997827,-0.002173,-0.002173,359.999366,-0.000634,-0.000634,0.000000,0.033255,0.033255,0.033258,0.033258,0.033770,0.033770,0.035925,0.035925
2.200,0.000000,0.000000,359.995028,-0.004972,-0.004972,359.988851,-0.011149,-0.011149,359.998446,-0.001554,-0.001554,0.000963,0.000963,0.000963,0.000000,0.033961,0.033961,0.033965,0.033965,0.034467,0.034467,0.037007,0.037007
2.220,0.000000,0.000000,359.995511,-0.004489,-0.004489,359.989171,-0.010829,-0.010829,359.999032,-0.000968,-0.000968,0.002635,0.002635,0.002635,0.000000,0.034667,0.034667,0.034671,0.034671,0.035160,0.035160,0.038106,0.038106
2.240,0.000000,0.000000,359.995976,-0.004024,-0.004024,359.989478,-0.010522,-0.010522,359.999579,-0.000421,-0.000421,0.004382,0.004382,0.004382,0.000000,0.035372,0.035372,0.035376,0.035376,0.035847,0.035847,0.039223,0.039223
2.260,0.000000,0.000000,359.996423,-0.003577,-0.003577,359.989773,-0.010227,-0.010227,0.000082,0.000082,0.000082,0.006201,0.006201,0.006201,0.000000,0.036076,0.036076,0.036081,0.036081,0.036528,0.036528,0.040357,0.040357
2.280,0.000000,0.000000,359.996852,-0.003148,-0.003148,359.990055,-0.009945,-0.009945,0.000540,0.000540,0.000540,0.008093,0.008093,0.008093,0.000000,0.036779,0.036779,0.036784,0.036784,0.037204,0.037204,0.041507,0.041507
2.300,0.000000,0.000000,359.997262,-0.002738,-0.002738,359.990326,-0.009674,-0.009674,0.000951,0.000951,0.000951,0.010058,0.010058,0.010058,0.000000,0.037480,0.037480,0.037486,0.037486,0.037874,0.037874,0.042672,0.042672
2.320,0.000000,0.000000,359.997654,-0.002346,-0.002346,359.990585,-0.009415,-0.009415,0.001314,0.001314,0.001314,0.012094,0.012094,0.012094,0.000000,0.038180,0.038180,0.038186,0.038186,0.038538,0.038538,0.043852,0.043852
2.340,0.000000,0.000000,359.998029,-0.001971,-0.001971,359.990833,-0.009167,-0.009167,0.001628,0.001628,0.001628,0.014202,0.014202,0.014202,0.000000,0.038878,0.038878,0.038885,0.038885,0.039197,0.039197,0.045045,0.045045
2.360,0.000000,0.000000,359.998385,-0.001615,-0.001615,359.991072,-0.008928,-0.008928,0.001893,0.001893,0.001893,0.016380,0.016380,0.016380,0.000000,0.039575,0.039575,0.039583,0.039583,0.039850,0.039850,0.046250,0.046250
2.380,0.000000,0.000000,359.998725,-0.001275,-0.001275,359.991301,-0.008699,-0.008699,0.002109,0.002109,0.002109,0.018627,0.018627,0.018627,0.000000,0.040270,0.040270,0.040279,0.040279,0.040498,0.040498,0.047466,0.047466
2.400,0.000000,0.000000,359.999047,-0.000953,-0.000953,359.991521,-0.008479,-0.008479,0.002276,0.002276,0.002276,0.020942,0.020942,0.020942,0.000000,0.040963,0.040963,0.040973,0.040973,0.041141,0.041141,0.048693,0.048693
2.420,0.000000,0.000000,359.999355,-0.000645,-0.000645,359.991735,-0.008265,-0.008265,0.002396,0.002396,0.002396,0.023327,0.023327,0.023327,0.000000,0.041655,0.041655,0.041665,0.041665,0.041779,0.041779,0.049929,0.049929
2.440,0.000000,0.000000,359.999647,-0.000353,-0.000353,359.991942,-0.008058,-0.008058,0.002476,0.002476,0.002476,0.025776,0.025776,0.025776,0.000000,0.042345,0.042345,0.042356,0.042356,0.042414,0.042414,0.051172,0.051172
2.460,0.000000,0.000000,359.999926,-0.000074,-0.000074,359.992144,-0.007856,-0.007856,0.002524,0.002524,0.002524,0.028288,0.028288,0.028288,0.000000,0.043033,0.043033,0.043045,0.043045,0.043047,0.043047,0.052423,0.052423
2.480,0.000000,0.000000,0.000193,0.000193,0.000193,359.992342,-0.007658,-0.007658,0.002545,0.002545,0.002545,0.030860,0.030860,0.030860,0.000000,0.043720,0.043720,0.043733,0.043733,0.043679,0.043679,0.053679,0.053679
2.500,0.000000,0.000000,0.000448,0.000448,0.000448,359.992537,-0.007463,-0.007463,0.002545,0.002545,0.002545,0.033489,0.033489,0.033489,0.000000,0.044405,0.044405,0.044418,0.044418,0.044309,0.044309,0.054939,0.054939
2.520,0.000000,0.000000,0.000693,0.000693,0.000693,359.992731,-0.007269,-0.007269,0.002526,0.002526,0.002526,0.036174,0.036174,0.036174,0.000000,0.045088,0.045088,0.045102,0.045102,0.044940,0.044940,0.056202,0.056202
2.540,0.000000,0.000000,0.000928,0.000928,0.000928,359.992923,-0.007077,-0.007077,0.002493,0.002493,0.002493,0.038916,0.038916,0.038916,0.000000,0.045769,0.045769,0.045785,0.045785,0.045571,0.045571,0.057467,0.057467
2.560,0.000000,0.000000,0.001155,0.001155,0.001155,359.993115,-0.006885,-0.006885,0.002448,0.002448,0.002448,0.041712,0.041712,0.041712,0.000000,0.046448,0.046448,0.046465,0.046465,0.046203,0.046203,0.058732,0.058732
2.580,0.000000,0.000000,0.001374,0.001374,0.001374,359.993308,-0.006692,-0.006692,0.002394,0.002394,0.002394,0.044564,0.044564,0.044564,0.000000,0.047126,0.047126,0.047144,0.047144,0.046836,0.046836,0.059996,0.059996
2.600,0.000000,0.000000,0.001586,0.001586,0.001586,359.993502,-0.006498,-0.006498,0.002333,0.002333,0.002333,0.047470,0.047470,0.047470,0.000000,0.047801,0.047801,0.047820,0.047820,0.047470,0.047470,0.061258,0.061258
2.620,0.000000,0.000000,0.001792,0.001792,0.001792,359.993698,-0.006302,-0.006302,0.002266,0.002266,0.002266,0.050429,0.050429,0.050429,0.000000,0.048474,0.048474,0.048494,0.048494,0.048105,0.048105,0.062517,0.062517
2.640,0.000000,0.000000,0.001993,0.001993,0.001993,359.993896,-0.006104,-0.006104,0.002204,0.002204,0.002204,0.053436,0.053436,0.053436,0.000000,0.049145,0.049145,0.049166,0.049166,0.048742,0.048742,0.063770,0.063770
2.660,0.000000,0.000000,0.002189,0.002189,0.002189,359.994097,-0.005903,-0.005903,0.002155,0.002155,0.002155,0.056486,0.056486,0.056486,0.000000,0.049813,0.049813,0.049836,0.049836,0.049383,0.049383,0.065017,0.065017
2.680,0.000000,0.000000,0.002381,0.002381,0.002381,359.994301,-0.005699,-0.005699,0.002126,0.002126,0.002126,0.059574,0.059574,0.059574,0.000000,0.050479,0.050479,0.050503,0.050503,0.050026,0.050026,0.066255,0.066255
2.700,0.000000,0.000000,0.002569,0.002569,0.002569,359.994509,-0.005491,-0.005491,0.002121,0.002121,0.002121,0.062698,0.062698,0.062698,0.000000,0.051141,0.051141,0.051167,0.051167,0.050673,0.050673,0.067485,0.067485
2.720,0.000000,0.000000,0.002754,0.002754,0.002754,359.994720,-0.005280,-0.005280,0.002145,0.002145,0.002145,0.065856,0.065856,0.065856,0.000000,0.051801,0.051801,0.051828,0.051828,0.051323,0.051323,0.068703,0.068703
2.740,0.000000,0.000000,0.002936,0.002936,0.002936,359.994935,-0.005065,-0.005065,0.002201,0.002201,0.002201,0.069046,0.069046,0.069046,0.000000,0.052457,0.052457,0.052486,0.052486,0.051976,0.051976,0.069909,0.069909
2.760,0.000000,0.000000,0.003114,0.003114,0.003114,359.995152,-0.004848,-0.004848,0.002291,0.002291,0.002291,0.072265,0.072265,0.072265,0.000000,0.053110,0.053110,0.053141,0.053141,0.052632,0.052632,0.071101,0.071101
2.780,0.000000,0.000000,0.003289,0.003289,0.003289,359.995373,-0.004627,-0.004627,0.002418,0.002418,0.002418,0.075511,0.075511,0.075511,0.000000,0.053760,0.053760,0.053792,0.053792,0.053291,0.053291,0.072279,0.072279
2.800,0.000000,0.000000,0.003461,0.003461,0.003461,359.995596,-0.004404,-0.004404,0.002583,0.002583,0.002583,0.078784,0.078784,0.078784,0.000000,0.054405,0.054405,0.054439,0.054439,0.053952,0.053952,0.073440,0.073440
2.820,0.000000,0.000000,0.003629,0.003629,0.003629,359.995822,-0.004178,-0.004178,0.002786,0.002786,0.002786,0.082085,0.082085,0.082085,0.000000,0.055047,0.055047,0.055082,0.055082,0.054614,0.054614,0.074584,0.074584
2.840,0.000000,0.000000,0.003794,0.003794,0.003794,359.996049,-0.003951,-0.003951,0.003023,0.003023,0.003023,0.085400,0.085400,0.085400,0.000000,0.055684,0.055684,0.055721,0.055721,0.055276,0.055276,0.075709,0.075709
2.860,0.000000,0.000000,0.003955,0.003955,0.003955,359.996277,-0.003723,-0.003723,0.003287,0.003287,0.003287,0.088724,0.088724,0.088724,0.000000,0.056316,0.056316,0.056356,0.056356,0.055936,0.055936,0.076813,0.076813
2.880,0.000000,0.000000,0.004111,0.004111,0.004111,359.996506,-0.003494,-0.003494,0.003574,0.003574,0.003574,0.092050,0.092050,0.092050,0.000000,0.056944,0.056944,0.056986,0.056986,0.056594,0.056594,0.077895,0.077895
2.900,0.000000,0.000000,0.004263,0.004263,0.004263,359.996735,-0.003265,-0.003265,0.003882,0.003882,0.003882,0.095375,0.095375,0.095375,0.000000,0.057567,0.057567,0.057611,0.057611,0.057248,0.057248,0.078954,0.078954
2.920,0.000000,0.000000,0.004409,0.004409,0.004409,359.996962,-0.003038,-0.003038,0.004207,0.004207,0.004207,0.098694,0.098694,0.098694,0.000000,0.058185,0.058185,0.058231,0.058231,0.057898,0.057898,0.079989,0.079989
2.940,0.000000,0.000000,0.004550,0.004550,0.004550,359.997189,-0.002811,-0.002811,0.004548,0.004548,0.004548,0.102004,0.102004,0.102004,0.000000,0.058797,0.058797,0.058846,0.058846,0.058542,0.058542,0.080998,0.080998
2.960,0.000000,0.000000,0.004684,0.004684,0.004684,359.997413,-0.002587,-0.002587,0.004902,0.004902,0.004902,0.105304,0.105304,0.105304,0.000000,0.059404,0.059404,0.059455,0.059455,0.059180,0.059180,0.081979,0.081979
2.980,0.000000,0.000000,0.004812,0.004812,0.004812,359.997635,-0.002365,-0.002365,0.005268,0.005268,0.005268,0.108591,0.108591,0.108591,0.000000,0.060006,0.060006,0.060059,0.060059,0.059811,0.059811,0.082933,0.082933
3.000,0.000000,0.000000,0.004934,0.004934,0.004934,359.997854,-0.002146,-0.002146,0.005646,0.005646,0.005646,0.111866,0.111866,0.111866,0.000000,0.060602,0.060602,0.060658,0.060658,0.060436,0.060436,0.083859,0.083859
3.020,0.000000,0.000000,0.005050,0.005050,0.005050,359.998071,-0.001929,-0.001929,0.006035,0.006035,0.006035,0.115129,0.115129,0.115129,0.000000,0.061192,0.061192,0.061251,0.061251,0.061052,0.061052,0.084754,0.084754
3.040,0.000000,0.000000,0.005158,0.005158,0.005158,359.998284,-0.001716,-0.001716,0.006418,0.006418,0.006418,0.118367,0.118367,0.118367,0.000000,0.061777,0.061777,0.061838,0.061838,0.061658,0.061658,0.085618,0.085618
3.060,0.000000,0.000000,0.005260,0.005260,0.005260,359.998495,-0.001505,-0.001505,0.006784,0.006784,0.006784,0.121573,0.121573,0.121573,0.000000,0.062355,0.062355,0.062419,0.062419,0.062253,0.062253,0.086450,0.086450
3.080,0.000000,0.000000,0.005356,0.005356,0.005356,359.998701,-0.001299,-0.001299,0.007121,0.007121,0.007121,0.124736,0.124736,0.124736,0.000000,0.062928,0.062928,0.062994,0.062994,0.062835,0.062835,0.087248,0.087248
3.100,0.000000,0.000000,0.005446,0.005446,0.005446,359.998905,-0.001095,-0.001095,0.007424,0.007424,0.007424,0.127855,0.127855,0.127855,0.000000,0.063494,0.063494,0.063564,0.063564,0.063403,0.063403,0.088012,0.088012
3.120,0.000000,0.000000,0.005529,0.005529,0.005529,359.999105,-0.000895,-0.000895,0.007687,0.007687,0.007687,0.130926,0.130926,0.130926,0.000000,0.064055,0.064055,0.064128,0.064128,0.063957,0.063957,0.088740,0.088740
3.140,0.000000,0.000000,0.005607,0.005607,0.005607,359.999303,-0.000697,-0.000697,0.007904,0.007904,0.007904,0.133947,0.133947,0.133947,0.000000,0.064610,0.064610,0.064685,0.064685,0.064497,0.064497,0.089433,0.089433
3.160,0.000000,0.000000,0.005679,0.005679,0.005679,359.999497,-0.000503,-0.000503,0.008073,0.008073,0.008073,0.136920,0.136920,0.136920,0.000000,0.065158,0.065158,0.065237,0.065237,0.065023,0.065023,0.090089,0.090089
3.180,0.000000,0.000000,0.005746,0.005746,0.005746,359.999689,-0.000311,-0.000311,0.008192,0.008192,0.008192,0.139845,0.139845,0.139845,0.000000,0.065701,0.065701,0.065783,0.065783,0.065535,0.065535,0.090708,0.090708
3.200,0.000000,0.000000,0.005806,0.005806,0.005806,359.999877,-0.000123,-0.000123,0.008259,0.008259,0.008259,0.142720,0.142720,0.142720,0.000000,0.066238,0.066238,0.066323,0.066323,0.066033,0.066033,0.091288,0.091288
3.220,0.000000,0.000000,0.005862,0.005862,0.005862,0.000063,0.000063,0.000063,0.008274,0.008274,0.008274,0.145547,0.145547,0.145547,0.000000,0.066768,0.066768,0.066858,0.066858,0.066517,0.066517,0.091831,0.091831
3.240,0.000000,0.000000,0.005913,0.005913,0.005913,0.000247,0.000247,0.000247,0.008238,0.008238,0.008238,0.148317,0.148317,0.148317,0.000000,0.067293,0.067293,0.067386,0.067386,0.066990,0.066990,0.092334,0.092334
3.260,0.000000,0.000000,0.005959,0.005959,0.005959,0.000429,0.000429,0.000429,0.008156,0.008156,0.008156,0.151025,0.151025,0.151025,0.000000,0.067811,0.067811,0.067908,0.067908,0.067451,0.067451,0.092797,0.092797
3.280,0.000000,0.000000,0.006001,0.006001,0.006001,0.000609,0.000609,0.000609,0.008029,0.008029,0.008029,0.153666,0.153666,0.153666,0.000000,0.068323,0.068323,0.068424,0.068424,0.067902,0.067902,0.093220,0.093220
3.300,0.000000,0.000000,0.006039,0.006039,0.006039,0.000787,0.000787,0.000787,0.007860,0.007860,0.007860,0.156236,0.156236,0.156236,0.000000,0.068829,0.068829,0.068933,0.068933,0.068343,0.068343,0.093601,0.093601
3.320,0.000000,0.000000,0.006073,0.006073,0.006073,0.000964,0.000964,0.000964,0.007650,0.007650,0.007650,0.158734,0.158734,0.158734,0.000000,0.069328,0.069328,0.069437,0.069437,0.068776,0.068776,0.093940,0.093940
3.340,0.000000,0.000000,0.006105,0.006105,0.006105,0.001140,0.001140,0.001140,0.007401,0.007401,0.007401,0.161158,0.161158,0.161158,0.000000,0.069822,0.069822,0.069934,0.069934,0.069200,0.069200,0.094238,0.094238
3.360,0.000000,0.000000,0.006134,0.006134,0.006134,0.001316,0.001316,0.001316,0.007115,0.007115,0.007115,0.163508,0.163508,0.163508,0.000000,0.070309,0.070309,0.070425,0.070425,0.069618,0.069618,0.094493,0.094493
3.380,0.000000,0.000000,0.006160,0.006160,0.006160,0.001490,0.001490,0.001490,0.006794,0.006794,0.006794,0.165784,0.165784,0.165784,0.000000,0.070789,0.070789,0.070910,0.070910,0.070029,0.070029,0.094707,0.094707
3.400,0.000000,0.000000,0.006184,0.006184,0.006184,0.001663,0.001663,0.001663,0.006439,0.006439,0.006439,0.167986,0.167986,0.167986,0.000000,0.071263,0.071263,0.071389,0.071389,0.070434,0.070434,0.094878,0.094878
3.420,0.000000,0.000000,0.006207,0.006207,0.006207,0.001837,0.001837,0.001837,0.006052,0.006052,0.006052,0.170113,0.170113,0.170113,0.000000,0.071730,0.071730,0.071861,0.071861,0.070833,0.070833,0.095007,0.095007
3.440,0.000000,0.000000,0.006228,0.006228,0.006228,0.002010,0.002010,0.002010,0.005655,0.005655,0.005655,0.172157,0.172157,0.172157,0.000000,0.072191,0.072191,0.072326,0.072326,0.071231,0.071231,0.095094,0.095094
3.460,0.000000,0.000000,0.006249,0.006249,0.006249,0.002183,0.002183,0.002183,0.005266,0.005266,0.005266,0.174115,0.174115,0.174115,0.000000,0.072646,0.072646,0.072785,0.072785,0.071629,0.071629,0.095139,0.095139
3.480,0.000000,0.000000,0.006270,0.006270,0.006270,0.002355,0.002355,0.002355,0.004899,0.004899,0.004899,0.175982,0.175982,0.175982,0.000000,0.073094,0.073094,0.073238,0.073238,0.072028,0.072028,0.095141,0.095141
3.500,0.000000,0.000000,0.006289,0.006289,0.006289,0.002528,0.002528,0.002528,0.004564,0.004564,0.004564,0.177756,0.177756,0.177756,0.000000,0.073535,0.073535,0.073684,0.073684,0.072430,0.072430,0.095100,0.095100
3.520,0.000000,0.000000,0.006309,0.006309,0.006309,0.002699,0.002699,0.002699,0.004269,0.004269,0.004269,0.179436,0.179436,0.179436,0.000000,0.073969,0.073969,0.074124,0.074124,0.072836,0.072836,0.095018,0.095018
3.540,0.000000,0.000000,0.006327,0.006327,0.006327,0.002870,0.002870,0.002870,0.004022,0.004022,0.004022,0.181022,0.181022,0.181022,0.000000,0.074397,0.074397,0.074557,0.074557,0.073246,0.073246,0.094894,0.094894
3.560,0.000000,0.000000,0.006345,0.006345,0.006345,0.003040,0.003040,0.003040,0.003825,0.003825,0.003825,0.182514,0.182514,0.182514,0.000000,0.074818,0.074818,0.074983,0.074983,0.073659,0.073659,0.094728,0.094728
3.580,0.000000,0.000000,0.006361,0.006361,0.006361,0.003209,0.003209,0.003209,0.003684,0.003684,0.003684,0.183913,0.183913,0.183913,0.000000,0.075233,0.075233,0.075403,0.075403,0.074076,0.074076,0.094522,0.094522
3.600,0.000000,0.000000,0.006377,0.006377,0.006377,0.003376,0.003376,0.003376,0.003599,0.003599,0.003599,0.185219,0.185219,0.185219,0.000000,0.075640,0.075640,0.075816,0.075816,0.074497,0.074497,0.094275,0.094275
3.620,0.000000,0.000000,0.006392,0.006392,0.006392,0.003542,0.003542,0.003542,0.003574,0.003574,0.003574,0.186435,0.186435,0.186435,0.000000,0.076041,0.076041,0.076223,0.076223,0.074920,0.074920,0.093989,0.093989
3.640,0.000000,0.000000,0.006405,0.006405,0.006405,0.003706,0.003706,0.003706,0.003606,0.003606,0.003606,0.187554,0.187554,0.187554,0.000000,0.076435,0.076435,0.076623,0.076623,0.075346,0.075346,0.093663,0.093663
3.660,0.000000,0.000000,0.006418,0.006418,0.006418,0.003868,0.003868,0.003868,0.003696,0.003696,0.003696,0.188576,0.188576,0.188576,0.000000,0.076822,0.076822,0.077016,0.077016,0.075772,0.075772,0.093298,0.093298
3.680,0.000000,0.000000,0.006429,0.006429,0.006429,0.004028,0.004028,0.004028,0.003842,0.003842,0.003842,0.189498,0.189498,0.189498,0.000000,0.077203,0.077203,0.077402,0.077402,0.076197,0.076197,0.092894,0.092894
3.700,0.000000,0.000000,0.006439,0.006439,0.006439,0.004186,0.004186,0.004186,0.004043,0.004043,0.004043,0.190320,0.190320,0.190320,0.000000,0.077577,0.077577,0.077783,0.077783,0.076622,0.076622,0.092453,0.092453
3.720,0.000000,0.000000,0.006448,0.006448,0.006448,0.004342,0.004342,0.004342,0.004299,0.004299,0.004299,0.191042,0.191042,0.191042,0.000000,0.077944,0.077944,0.078156,0.078156,0.077044,0.077044,0.091975,0.091975
3.740,0.000000,0.000000,0.006455,0.006455,0.006455,0.004496,0.004496,0.004496,0.004608,0.004608,0.004608,0.191664,0.191664,0.191664,0.000000,0.078305,0.078305,0.078523,0.078523,0.077462,0.077462,0.091461,0.091461
3.760,0.000000,0.000000,0.006462,0.006462,0.006462,0.004648,0.004648,0.004648,0.004969,0.004969,0.004969,0.192189,0.192189,0.192189,0.000000,0.078658,0.078658,0.078884,0.078884,0.077877,0.077877,0.090911,0.090911
3.780,0.000000,0.000000,0.006466,0.006466,0.006466,0.004798,0.004798,0.004798,0.005381,0.005381,0.005381,0.192618,0.192618,0.192618,0.000000,0.079006,0.079006,0.079238,0.079238,0.078287,0.078287,0.090327,0.090327
3.800,0.000000,0.000000,0.006470,0.006470,0.006470,0.004946,0.004946,0.004946,0.005844,0.005844,0.005844,0.192953,0.192953,0.192953,0.000000,0.079347,0.079347,0.079585,0.079585,0.078690,0.078690,0.089709,0.089709
3.820,0.000000,0.000000,0.006472,0.006472,0.006472,0.005093,0.005093,0.005093,0.006355,0.006355,0.006355,0.193195,0.193195,0.193195,0.000000,0.079681,0.079681,0.079926,0.079926,0.079087,0.079087,0.089058,0.089058
3.840,0.000000,0.000000,0.006472,0.006472,0.006472,0.005237,0.005237,0.005237,0.006884,0.006884,0.006884,0.193344,0.193344,0.193344,0.000000,0.080009,0.080009,0.080261,0.080261,0.079472,0.079472,0.088376,0.088376
3.860,0.000000,0.000000,0.006472,0.006472,0.006472,0.005380,0.005380,0.005380,0.007405,0.007405,0.007405,0.193400,0.193400,0.193400,0.000000,0.080330,0.080330,0.080590,0.080590,0.079842,0.079842,0.087662,0.087662
3.880,0.000000,0.000000,0.006470,0.006470,0.006470,0.005522,0.005522,0.005522,0.007899,0.007899,0.007899,0.193363,0.193363,0.193363,0.000000,0.080645,0.080645,0.080912,0.080912,0.080195,0.080195,0.086918,0.086918
3.900,0.000000,0.000000,0.006467,0.006467,0.006467,0.005662,0.005662,0.005662,0.008350,0.008350,0.008350,0.193234,0.193234,0.193234,0.000000,0.080953,0.080953,0.081227,0.081227,0.080530,0.080530,0.086145,0.086145
3.920,0.000000,0.000000,0.006463,0.006463,0.006463,0.005800,0.005800,0.005800,0.008747,0.008747,0.008747,0.193014,0.193014,0.193014,0.000000,0.081255,0.081255,0.081537,0.081537,0.080845,0.080845,0.085344,0.085344
3.940,0.000000,0.000000,0.006457,0.006457,0.006457,0.005937,0.005937,0.005937,0.009080,0.009080,0.009080,0.192706,0.192706,0.192706,0.000000,0.081550,0.081550,0.081840,0.081840,0.081139,0.081139,0.084515,0.084515
3.960,0.000000,0.000000,0.006451,0.006451,0.006451,0.006072,0.006072,0.006072,0.009344,0.009344,0.009344,0.192312,0.192312,0.192312,0.000000,0.081839,0.081839,0.082137,0.082137,0.081414,0.081414,0.083659,0.083659
